shift_id,staff_id,shift_date,shift_start,shift_end,ward
509,23,2026-09-05,22:00:00,06:00:00,Emergency
510,23,2026-09-04,22:00:00,06:00:00,ICU
511,23,2026-09-03,22:00:00,06:00:00,Maternity
512,23,2026-09-02,22:00:00,06:00:00,Emergency
513,23,2026-09-01,22:00:00,06:00:00,General
514,23,2026-08-31,22:00:00,06:00:00,General
515,23,2026-08-30,22:00:00,06:00:00,Surgical
516,23,2026-08-29,22:00:00,06:00:00,Emergency
517,23,2026-08-28,22:00:00,06:00:00,Emergency
518,24,2026-09-23,06:00:00,14:00:00,ICU
519,24,2026-09-22,06:00:00,14:00:00,Surgical
520,24,2026-09-21,06:00:00,14:00:00,ICU
521,24,2026-09-20,06:00:00,14:00:00,Surgical
522,24,2026-09-19,06:00:00,14:00:00,Surgical
523,24,2026-09-17,06:00:00,14:00:00,Emergency
524,24,2026-09-16,06:00:00,14:00:00,Emergency
525,24,2026-09-15,06:00:00,14:00:00,Maternity
526,24,2026-09-12,06:00:00,14:00:00,General
527,24,2026-09-11,06:00:00,14:00:00,Pediatric
528,24,2026-09-10,06:00:00,14:00:00,General
529,24,2026-09-09,06:00:00,14:00:00,Surgical
530,24,2026-09-04,06:00:00,14:00:00,Surgical
531,24,2026-09-03,06:00:00,14:00:00,Emergency
532,24,2026-09-02,06:00:00,14:00:00,ICU
533,24,2026-09-01,06:00:00,14:00:00,Surgical
534,24,2026-08-31,06:00:00,14:00:00,Pediatric
535,24,2026-08-30,06:00:00,14:00:00,Emergency
536,24,2026-08-29,06:00:00,14:00:00,ICU
537,24,2026-08-28,06:00:00,14:00:00,ICU
538,24,2026-08-26,06:00:00,14:00:00,Maternity
539,25,2026-09-24,22:00:00,06:00:00,Emergency
540,25,2026-09-23,22:00:00,06:00:00,Surgical
541,25,2026-09-22,22:00:00,06:00:00,Surgical
542,25,2026-09-21,22:00:00,06:00:00,Pediatric
543,25,2026-09-19,22:00:00,06:00:00,Pediatric
544,25,2026-09-18,22:00:00,06:00:00,General
545,25,2026-09-17,22:00:00,06:00:00,Emergency
546,25,2026-09-16,22:00:00,06:00:00,Pediatric
547,25,2026-09-15,22:00:00,06:00:00,Emergency
548,25,2026-09-14,22:00:00,06:00:00,Maternity
549,25,2026-09-13,22:00:00,06:00:00,Pediatric
550,25,2026-09-11,22:00:00,06:00:00,ICU
551,25,2026-09-10,22:00:00,06:00:00,Surgical
552,25,2026-09-09,22:00:00,06:00:00,Pediatric
553,25,2026-09-07,22:00:00,06:00:00,Surgical
554,25,2026-09-06,22:00:00,06:00:00,Emergency
555,25,2026-09-04,22:00:00,06:00:00,ICU
556,25,2026-09-01,22:00:00,06:00:00,Surgical
557,25,2026-08-31,22:00:00,06:00:00,Surgical
558,25,2026-08-30,22:00:00,06:00:00,ICU
559,25,2026-08-29,22:00:00,06:00:00,Surgical
560,25,2026-08-27,22:00:00,06:00:00,Emergency
561,26,2026-09-24,14:00:00,22:00:00,General
562,26,2026-09-22,14:00:00,22:00:00,Pediatric
563,26,2026-09-21,14:00:00,22:00:00,Surgical
564,26,2026-09-20,14:00:00,22:00:00,Maternity
565,26,2026-09-19,14:00:00,22:00:00,ICU
566,26,2026-09-18,14:00:00,22:00:00,Surgical
567,26,2026-09-17,14:00:00,22:00:00,Surgical
568,26,2026-09-16,14:00:00,22:00:00,General
569,26,2026-09-15,14:00:00,22:00:00,Surgical
570,26,2026-09-14,14:00:00,22:00:00,General
571,26,2026-09-13,14:00:00,22:00:00,Maternity
572,26,2026-09-11,14:00:00,22:00:00,Maternity
573,26,2026-09-10,14:00:00,22:00:00,Pediatric
574,26,2026-09-09,14:00:00,22:00:00,ICU
575,26,2026-09-08,14:00:00,22:00:00,Surgical
576,26,2026-09-06,14:00:00,22:00:00,Maternity
577,26,2026-09-03,14:00:00,22:00:00,Emergency
578,26,2026-09-02,14:00:00,22:00:00,Emergency
579,26,2026-08-31,14:00:00,22:00:00,Pediatric
580,26,2026-08-29,14:00:00,22:00:00,Surgical
581,26,2026-08-28,14:00:00,22:00:00,Maternity
582,26,2026-08-27,14:00:00,22:00:00,Pediatric
583,26,2026-08-26,14:00:00,22:00:00,ICU
584,27,2026-09-24,22:00:00,06:00:00,Maternity
585,27,2026-09-22,22:00:00,06:00:00,Maternity
586,27,2026-09-21,22:00:00,06:00:00,Pediatric
587,27,2026-09-20,22:00:00,06:00:00,Maternity
588,27,2026-09-18,22:00:00,06:00:00,General
589,27,2026-09-17,22:00:00,06:00:00,General
590,27,2026-09-16,22:00:00,06:00:00,Emergency
591,27,2026-09-15,22:00:00,06:00:00,General
592,27,2026-09-14,22:00:00,06:00:00,Pediatric
593,27,2026-09-13,22:00:00,06:00:00,ICU
594,27,2026-09-12,22:00:00,06:00:00,Maternity
595,27,2026-09-10,22:00:00,06:00:00,Maternity
596,27,2026-09-09,22:00:00,06:00:00,Maternity
597,27,2026-09-08,22:00:00,06:00:00,General
598,27,2026-09-07,22:00:00,06:00:00,Maternity
599,27,2026-09-06,22:00:00,06:00:00,ICU
600,27,2026-09-05,22:00:00,06:00:00,Surgical
601,27,2026-09-04,22:00:00,06:00:00,Emergency
602,27,2026-09-03,22:00:00,06:00:00,Surgical
603,27,2026-09-02,22:00:00,06:00:00,General
604,27,2026-09-01,22:00:00,06:00:00,General
605,27,2026-08-31,22:00:00,06:00:00,Maternity
606,27,2026-08-30,22:00:00,06:00:00,Surgical
607,27,2026-08-29,22:00:00,06:00:00,Emergency
608,27,2026-08-28,22:00:00,06:00:00,Pediatric
609,27,2026-08-26,22:00:00,06:00:00,Surgical
610,28,2026-09-22,06:00:00,14:00:00,Maternity
611,28,2026-09-21,06:00:00,14:00:00,Surgical
612,28,2026-09-19,06:00:00,14:00:00,Emergency
613,28,2026-09-18,06:00:00,14:00:00,General
614,28,2026-09-17,06:00:00,14:00:00,Pediatric
615,28,2026-09-15,06:00:00,14:00:00,ICU
616,28,2026-09-14,06:00:00,14:00:00,Maternity
617,28,2026-09-13,06:00:00,14:00:00,ICU
618,28,2026-09-12,06:00:00,14:00:00,Surgical
619,28,2026-09-11,06:00:00,14:00:00,General
620,28,2026-09-10,06:00:00,14:00:00,General
621,28,2026-09-09,06:00:00,14:00:00,Surgical
622,28,2026-09-08,06:00:00,14:00:00,Surgical
623,28,2026-09-07,06:00:00,14:00:00,ICU
624,28,2026-09-06,06:00:00,14:00:00,Emergency
625,28,2026-09-05,06:00:00,14:00:00,Surgical
626,28,2026-09-04,06:00:00,14:00:00,ICU
627,28,2026-09-01,06:00:00,14:00:00,Surgical
628,28,2026-08-31,06:00:00,14:00:00,ICU
629,28,2026-08-30,06:00:00,14:00:00,Maternity
630,28,2026-08-29,06:00:00,14:00:00,Maternity
631,28,2026-08-27,06:00:00,14:00:00,Surgical
632,29,2026-09-22,06:00:00,14:00:00,Maternity
633,29,2026-09-21,06:00:00,14:00:00,Maternity
634,29,2026-09-18,06:00:00,14:00:00,Surgical
635,29,2026-09-16,06:00:00,14:00:00,General
636,29,2026-09-15,06:00:00,14:00:00,Emergency
637,29,2026-09-13,06:00:00,14:00:00,ICU
638,29,2026-09-12,06:00:00,14:00:00,Maternity
639,29,2026-09-11,06:00:00,14:00:00,Emergency
640,29,2026-09-09,06:00:00,14:00:00,ICU
641,29,2026-09-08,06:00:00,14:00:00,Emergency
642,29,2026-09-07,06:00:00,14:00:00,Pediatric
643,29,2026-09-05,06:00:00,14:00:00,Pediatric
644,29,2026-09-04,06:00:00,14:00:00,Emergency
645,29,2026-09-03,06:00:00,14:00:00,General
646,29,2026-09-02,06:00:00,14:00:00,Surgical
647,29,2026-09-01,06:00:00,14:00:00,Pediatric
648,29,2026-08-31,06:00:00,14:00:00,Maternity
649,29,2026-08-30,06:00:00,14:00:00,Pediatric
650,29,2026-08-29,06:00:00,14:00:00,Emergency
651,29,2026-08-28,06:00:00,14:00:00,General
652,29,2026-08-26,06:00:00,14:00:00,Emergency
653,30,2026-09-24,22:00:00,06:00:00,Emergency
654,30,2026-09-22,22:00:00,06:00:00,Surgical
655,30,2026-09-21,22:00:00,06:00:00,Pediatric
656,30,2026-09-19,22:00:00,06:00:00,Emergency
657,30,2026-09-18,22:00:00,06:00:00,General
658,30,2026-09-17,22:00:00,06:00:00,Emergency
659,30,2026-09-16,22:00:00,06:00:00,ICU
660,30,2026-09-14,22:00:00,06:00:00,Surgical
661,30,2026-09-13,22:00:00,06:00:00,ICU
662,30,2026-09-12,22:00:00,06:00:00,Pediatric
663,30,2026-09-11,22:00:00,06:00:00,ICU
664,30,2026-09-10,22:00:00,06:00:00,Maternity
665,30,2026-09-09,22:00:00,06:00:00,Surgical
666,30,2026-09-08,22:00:00,06:00:00,Surgical
667,30,2026-09-07,22:00:00,06:00:00,General
668,30,2026-09-06,22:00:00,06:00:00,Maternity
669,30,2026-09-05,22:00:00,06:00:00,Emergency
670,30,2026-09-03,22:00:00,06:00:00,General
671,30,2026-09-02,22:00:00,06:00:00,Surgical
672,30,2026-09-01,22:00:00,06:00:00,Emergency
673,30,2026-08-31,22:00:00,06:00:00,General
674,30,2026-08-30,22:00:00,06:00:00,Pediatric
675,30,2026-08-29,22:00:00,06:00:00,ICU
676,30,2026-08-27,22:00:00,06:00:00,Pediatric
677,31,2026-09-24,06:00:00,14:00:00,Maternity
678,31,2026-09-23,06:00:00,14:00:00,General
679,31,2026-09-22,06:00:00,14:00:00,Emergency
680,31,2026-09-21,06:00:00,14:00:00,ICU
681,31,2026-09-20,06:00:00,14:00:00,Emergency
682,31,2026-09-17,06:00:00,14:00:00,Pediatric
683,31,2026-09-16,06:00:00,14:00:00,General
684,31,2026-09-15,06:00:00,14:00:00,Maternity
685,31,2026-09-14,06:00:00,14:00:00,Pediatric
686,31,2026-09-13,06:00:00,14:00:00,Surgical
687,31,2026-09-12,06:00:00,14:00:00,ICU
688,31,2026-09-11,06:00:00,14:00:00,Pediatric
689,31,2026-09-05,06:00:00,14:00:00,Emergency
690,31,2026-09-04,06:00:00,14:00:00,Maternity
691,31,2026-09-03,06:00:00,14:00:00,General
692,31,2026-08-31,06:00:00,14:00:00,Maternity
693,31,2026-08-28,06:00:00,14:00:00,Pediatric
694,31,2026-08-27,06:00:00,14:00:00,Emergency
695,32,2026-09-24,14:00:00,22:00:00,Emergency
696,32,2026-09-23,14:00:00,22:00:00,Pediatric
697,32,2026-09-22,14:00:00,22:00:00,Pediatric
698,32,2026-09-21,14:00:00,22:00:00,ICU
699,32,2026-09-20,14:00:00,22:00:00,Pediatric
700,32,2026-09-19,14:00:00,22:00:00,ICU
701,32,2026-09-18,14:00:00,22:00:00,Emergency
702,32,2026-09-16,14:00:00,22:00:00,General
703,32,2026-09-15,14:00:00,22:00:00,Pediatric
704,32,2026-09-14,14:00:00,22:00:00,Surgical
705,32,2026-09-13,14:00:00,22:00:00,Emergency
706,32,2026-09-12,14:00:00,22:00:00,General
707,32,2026-09-11,14:00:00,22:00:00,General
708,32,2026-09-10,14:00:00,22:00:00,General
709,32,2026-09-08,14:00:00,22:00:00,General
710,32,2026-09-05,14:00:00,22:00:00,ICU
711,32,2026-09-04,14:00:00,22:00:00,ICU
712,32,2026-09-03,14:00:00,22:00:00,Emergency
713,32,2026-09-02,14:00:00,22:00:00,ICU
714,32,2026-08-31,14:00:00,22:00:00,ICU
715,32,2026-08-29,14:00:00,22:00:00,Pediatric
716,32,2026-08-28,14:00:00,22:00:00,Surgical
717,32,2026-08-26,14:00:00,22:00:00,Surgical
718,33,2026-09-24,06:00:00,14:00:00,General
719,33,2026-09-22,06:00:00,14:00:00,Surgical
720,33,2026-09-20,06:00:00,14:00:00,Surgical
721,33,2026-09-19,06:00:00,14:00:00,Pediatric
722,33,2026-09-18,06:00:00,14:00:00,Emergency
723,33,2026-09-16,06:00:00,14:00:00,ICU
724,33,2026-09-15,06:00:00,14:00:00,Maternity
725,33,2026-09-14,06:00:00,14:00:00,ICU
726,33,2026-09-13,06:00:00,14:00:00,General
727,33,2026-09-12,06:00:00,14:00:00,ICU
728,33,2026-09-11,06:00:00,14:00:00,Surgical
729,33,2026-09-09,06:00:00,14:00:00,Pediatric
730,33,2026-09-08,06:00:00,14:00:00,Maternity
731,33,2026-09-06,06:00:00,14:00:00,General
732,33,2026-09-05,06:00:00,14:00:00,General
733,33,2026-09-04,06:00:00,14:00:00,Pediatric
734,33,2026-09-03,06:00:00,14:00:00,Maternity
735,33,2026-09-02,06:00:00,14:00:00,General
736,33,2026-09-01,06:00:00,14:00:00,Surgical
737,33,2026-08-31,06:00:00,14:00:00,ICU
738,33,2026-08-30,06:00:00,14:00:00,General
739,33,2026-08-29,06:00:00,14:00:00,Maternity
740,33,2026-08-28,06:00:00,14:00:00,Emergency
741,33,2026-08-27,06:00:00,14:00:00,ICU
742,33,2026-08-26,06:00:00,14:00:00,Maternity
743,34,2026-09-24,22:00:00,06:00:00,Emergency
744,34,2026-09-23,22:00:00,06:00:00,Emergency
745,34,2026-09-22,22:00:00,06:00:00,Maternity
746,34,2026-09-21,22:00:00,06:00:00,Surgical
747,34,2026-09-19,22:00:00,06:00:00,ICU
748,34,2026-09-18,22:00:00,06:00:00,ICU
749,34,2026-09-17,22:00:00,06:00:00,Pediatric
750,34,2026-09-16,22:00:00,06:00:00,Emergency
751,34,2026-09-15,22:00:00,06:00:00,Emergency
752,34,2026-09-14,22:00:00,06:00:00,Pediatric
753,34,2026-09-13,22:00:00,06:00:00,Surgical
754,34,2026-09-11,22:00:00,06:00:00,ICU
755,34,2026-09-10,22:00:00,06:00:00,Pediatric
756,34,2026-09-07,22:00:00,06:00:00,Surgical
757,34,2026-09-06,22:00:00,06:00:00,Surgical
758,34,2026-09-05,22:00:00,06:00:00,Pediatric
759,34,2026-09-04,22:00:00,06:00:00,Emergency
760,34,2026-09-03,22:00:00,06:00:00,Emergency
761,34,2026-09-02,22:00:00,06:00:00,ICU
762,34,2026-09-01,22:00:00,06:00:00,Pediatric
763,34,2026-08-31,22:00:00,06:00:00,General
764,34,2026-08-29,22:00:00,06:00:00,Pediatric
765,34,2026-08-28,22:00:00,06:00:00,Surgical
766,34,2026-08-27,22:00:00,06:00:00,ICU
767,34,2026-08-26,22:00:00,06:00:00,Pediatric
768,35,2026-09-24,22:00:00,06:00:00,Pediatric
769,35,2026-09-23,22:00:00,06:00:00,Emergency
770,35,2026-09-22,22:00:00,06:00:00,Emergency
771,35,2026-09-21,22:00:00,06:00:00,Maternity
772,35,2026-09-18,22:00:00,06:00:00,Surgical
773,35,2026-09-16,22:00:00,06:00:00,General
774,35,2026-09-14,22:00:00,06:00:00,General
775,35,2026-09-13,22:00:00,06:00:00,Emergency
776,35,2026-09-12,22:00:00,06:00:00,ICU
777,35,2026-09-11,22:00:00,06:00:00,Maternity
778,35,2026-09-10,22:00:00,06:00:00,ICU
779,35,2026-09-08,22:00:00,06:00:00,ICU
780,35,2026-09-07,22:00:00,06:00:00,Maternity
781,35,2026-09-06,22:00:00,06:00:00,ICU
782,35,2026-09-05,22:00:00,06:00:00,Surgical
783,35,2026-09-04,22:00:00,06:00:00,Emergency
784,35,2026-09-02,22:00:00,06:00:00,General
785,35,2026-09-01,22:00:00,06:00:00,Pediatric
786,35,2026-08-31,22:00:00,06:00:00,General
787,35,2026-08-30,22:00:00,06:00:00,General
788,35,2026-08-29,22:00:00,06:00:00,Emergency
789,35,2026-08-28,22:00:00,06:00:00,Pediatric
790,35,2026-08-26,22:00:00,06:00:00,Surgical
791,36,2026-09-23,14:00:00,22:00:00,General
792,36,2026-09-21,14:00:00,22:00:00,General
793,36,2026-09-20,14:00:00,22:00:00,Maternity
794,36,2026-09-19,14:00:00,22:00:00,Emergency
795,36,2026-09-17,14:00:00,22:00:00,Emergency
796,36,2026-09-16,14:00:00,22:00:00,Pediatric
797,36,2026-09-14,14:00:00,22:00:00,General
798,36,2026-09-12,14:00:00,22:00:00,Pediatric
799,36,2026-09-11,14:00:00,22:00:00,General
800,36,2026-09-10,14:00:00,22:00:00,ICU
801,36,2026-09-09,14:00:00,22:00:00,General
802,36,2026-09-08,14:00:00,22:00:00,Maternity
803,36,2026-09-07,14:00:00,22:00:00,Emergency
804,36,2026-09-04,14:00:00,22:00:00,ICU
805,36,2026-09-01,14:00:00,22:00:00,ICU
806,36,2026-08-31,14:00:00,22:00:00,General
807,36,2026-08-30,14:00:00,22:00:00,Surgical
808,36,2026-08-29,14:00:00,22:00:00,General
809,36,2026-08-28,14:00:00,22:00:00,Emergency
810,36,2026-08-27,14:00:00,22:00:00,Maternity
811,36,2026-08-26,14:00:00,22:00:00,ICU
812,37,2026-09-24,22:00:00,06:00:00,General
813,37,2026-09-23,22:00:00,06:00:00,Surgical
814,37,2026-09-21,22:00:00,06:00:00,Pediatric
815,37,2026-09-20,22:00:00,06:00:00,Surgical
816,37,2026-09-18,22:00:00,06:00:00,ICU
817,37,2026-09-17,22:00:00,06:00:00,Pediatric
818,37,2026-09-16,22:00:00,06:00:00,Maternity
819,37,2026-09-15,22:00:00,06:00:00,Pediatric
820,37,2026-09-14,22:00:00,06:00:00,Maternity
821,37,2026-09-13,22:00:00,06:00:00,ICU
822,37,2026-09-12,22:00:00,06:00:00,Surgical
823,37,2026-09-11,22:00:00,06:00:00,ICU
824,37,2026-09-10,22:00:00,06:00:00,General
825,37,2026-09-09,22:00:00,06:00:00,Emergency
826,37,2026-09-08,22:00:00,06:00:00,ICU
827,37,2026-09-07,22:00:00,06:00:00,Maternity
828,37,2026-09-06,22:00:00,06:00:00,Maternity
829,37,2026-09-05,22:00:00,06:00:00,Maternity
830,37,2026-09-03,22:00:00,06:00:00,ICU
831,37,2026-09-02,22:00:00,06:00:00,General
832,37,2026-09-01,22:00:00,06:00:00,Maternity
833,37,2026-08-31,22:00:00,06:00:00,Maternity
834,37,2026-08-30,22:00:00,06:00:00,Pediatric
835,37,2026-08-27,22:00:00,06:00:00,Emergency
836,37,2026-08-26,22:00:00,06:00:00,Maternity
837,38,2026-09-24,06:00:00,14:00:00,ICU
838,38,2026-09-23,06:00:00,14:00:00,Emergency
839,38,2026-09-21,06:00:00,14:00:00,General
840,38,2026-09-20,06:00:00,14:00:00,Emergency
841,38,2026-09-17,06:00:00,14:00:00,Emergency
842,38,2026-09-16,06:00:00,14:00:00,Surgical
843,38,2026-09-15,06:00:00,14:00:00,Pediatric
844,38,2026-09-14,06:00:00,14:00:00,Pediatric
845,38,2026-09-13,06:00:00,14:00:00,ICU
846,38,2026-09-11,06:00:00,14:00:00,ICU
847,38,2026-09-10,06:00:00,14:00:00,Maternity
848,38,2026-09-09,06:00:00,14:00:00,General
849,38,2026-09-07,06:00:00,14:00:00,Maternity
850,38,2026-09-05,06:00:00,14:00:00,ICU
851,38,2026-09-04,06:00:00,14:00:00,Emergency
852,38,2026-09-03,06:00:00,14:00:00,Surgical
853,38,2026-09-02,06:00:00,14:00:00,ICU
854,38,2026-09-01,06:00:00,14:00:00,Maternity
855,38,2026-08-31,06:00:00,14:00:00,Surgical
856,38,2026-08-30,06:00:00,14:00:00,Emergency
857,38,2026-08-29,06:00:00,14:00:00,Pediatric
858,38,2026-08-28,06:00:00,14:00:00,Emergency
859,38,2026-08-27,06:00:00,14:00:00,ICU
860,38,2026-08-26,06:00:00,14:00:00,General
861,39,2026-09-24,14:00:00,22:00:00,Surgical
862,39,2026-09-20,14:00:00,22:00:00,General
863,39,2026-09-19,14:00:00,22:00:00,Maternity
864,39,2026-09-18,14:00:00,22:00:00,General
865,39,2026-09-17,14:00:00,22:00:00,ICU
866,39,2026-09-16,14:00:00,22:00:00,Maternity
867,39,2026-09-15,14:00:00,22:00:00,Surgical
868,39,2026-09-14,14:00:00,22:00:00,General
869,39,2026-09-13,14:00:00,22:00:00,Surgical
870,39,2026-09-12,14:00:00,22:00:00,Emergency
871,39,2026-09-11,14:00:00,22:00:00,Surgical
872,39,2026-09-09,14:00:00,22:00:00,ICU
873,39,2026-09-08,14:00:00,22:00:00,Maternity
874,39,2026-09-07,14:00:00,22:00:00,Pediatric
875,39,2026-09-06,14:00:00,22:00:00,Maternity
876,39,2026-09-05,14:00:00,22:00:00,Emergency
877,39,2026-09-04,14:00:00,22:00:00,Emergency
878,39,2026-09-03,14:00:00,22:00:00,ICU
879,39,2026-09-02,14:00:00,22:00:00,Pediatric
880,39,2026-08-31,14:00:00,22:00:00,Emergency
881,39,2026-08-30,14:00:00,22:00:00,Surgical
882,39,2026-08-28,14:00:00,22:00:00,Emergency
883,39,2026-08-27,14:00:00,22:00:00,Surgical
884,39,2026-08-26,14:00:00,22:00:00,Pediatric
885,40,2026-09-24,06:00:00,14:00:00,Emergency
886,40,2026-09-23,06:00:00,14:00:00,ICU
887,40,2026-09-22,06:00:00,14:00:00,ICU
888,40,2026-09-21,06:00:00,14:00:00,General
889,40,2026-09-20,06:00:00,14:00:00,ICU
890,40,2026-09-19,06:00:00,14:00:00,Maternity
891,40,2026-09-18,06:00:00,14:00:00,ICU
892,40,2026-09-17,06:00:00,14:00:00,Maternity
893,40,2026-09-16,06:00:00,14:00:00,Surgical
894,40,2026-09-15,06:00:00,14:00:00,Surgical
895,40,2026-09-14,06:00:00,14:00:00,Pediatric
896,40,2026-09-13,06:00:00,14:00:00,Emergency
897,40,2026-09-12,06:00:00,14:00:00,General
898,40,2026-09-11,06:00:00,14:00:00,ICU
899,40,2026-09-10,06:00:00,14:00:00,Emergency
900,40,2026-09-09,06:00:00,14:00:00,Surgical
901,40,2026-09-08,06:00:00,14:00:00,Maternity
902,40,2026-09-05,06:00:00,14:00:00,Surgical
903,40,2026-09-04,06:00:00,14:00:00,ICU
904,40,2026-09-03,06:00:00,14:00:00,Pediatric
905,40,2026-09-02,06:00:00,14:00:00,General
906,40,2026-08-31,06:00:00,14:00:00,Emergency
907,40,2026-08-30,06:00:00,14:00:00,Maternity
908,40,2026-08-29,06:00:00,14:00:00,Surgical
909,40,2026-08-28,06:00:00,14:00:00,Surgical
910,40,2026-08-27,06:00:00,14:00:00,General
911,40,2026-08-26,06:00:00,14:00:00,Surgical
912,41,2026-09-24,06:00:00,14:00:00,ICU
913,41,2026-09-22,06:00:00,14:00:00,Emergency
914,41,2026-09-21,06:00:00,14:00:00,Emergency
915,41,2026-09-20,06:00:00,14:00:00,ICU
916,41,2026-09-19,06:00:00,14:00:00,General
917,41,2026-09-18,06:00:00,14:00:00,Surgical
918,41,2026-09-17,06:00:00,14:00:00,General
919,41,2026-09-16,06:00:00,14:00:00,Surgical
920,41,2026-09-15,06:00:00,14:00:00,Pediatric
921,41,2026-09-13,06:00:00,14:00:00,Pediatric
922,41,2026-09-11,06:00:00,14:00:00,Emergency
923,41,2026-09-10,06:00:00,14:00:00,Emergency
924,41,2026-09-09,06:00:00,14:00:00,General
925,41,2026-09-08,06:00:00,14:00:00,General
926,41,2026-09-07,06:00:00,14:00:00,Surgical
927,41,2026-09-05,06:00:00,14:00:00,Maternity
928,41,2026-09-04,06:00:00,14:00:00,Maternity
929,41,2026-09-03,06:00:00,14:00:00,ICU
930,41,2026-09-01,06:00:00,14:00:00,Surgical
931,41,2026-08-31,06:00:00,14:00:00,Pediatric
932,41,2026-08-30,06:00:00,14:00:00,General
933,41,2026-08-29,06:00:00,14:00:00,Pediatric
934,41,2026-08-28,06:00:00,14:00:00,Emergency
935,42,2026-09-24,14:00:00,22:00:00,Surgical
936,42,2026-09-22,14:00:00,22:00:00,ICU
937,42,2026-09-21,14:00:00,22:00:00,General
938,42,2026-09-20,14:00:00,22:00:00,Pediatric
939,42,2026-09-18,14:00:00,22:00:00,Pediatric
940,42,2026-09-16,14:00:00,22:00:00,Maternity
941,42,2026-09-15,14:00:00,22:00:00,General
942,42,2026-09-14,14:00:00,22:00:00,Emergency
943,42,2026-09-13,14:00:00,22:00:00,Maternity
944,42,2026-09-12,14:00:00,22:00:00,Emergency
945,42,2026-09-11,14:00:00,22:00:00,ICU
946,42,2026-09-10,14:00:00,22:00:00,Pediatric
947,42,2026-09-09,14:00:00,22:00:00,Surgical
948,42,2026-09-08,14:00:00,22:00:00,ICU
949,42,2026-09-06,14:00:00,22:00:00,Maternity
950,42,2026-09-05,14:00:00,22:00:00,ICU
951,42,2026-09-03,14:00:00,22:00:00,Emergency
952,42,2026-08-31,14:00:00,22:00:00,Emergency
953,42,2026-08-30,14:00:00,22:00:00,Pediatric
954,42,2026-08-29,14:00:00,22:00:00,Pediatric
955,42,2026-08-28,14:00:00,22:00:00,General
956,42,2026-08-27,14:00:00,22:00:00,Emergency
957,42,2026-08-26,14:00:00,22:00:00,ICU
958,43,2026-09-24,22:00:00,06:00:00,Maternity
959,43,2026-09-21,22:00:00,06:00:00,ICU
960,43,2026-09-20,22:00:00,06:00:00,Pediatric
961,43,2026-09-18,22:00:00,06:00:00,Pediatric
962,43,2026-09-17,22:00:00,06:00:00,Surgical
963,43,2026-09-16,22:00:00,06:00:00,Surgical
964,43,2026-09-15,22:00:00,06:00:00,ICU
965,43,2026-09-14,22:00:00,06:00:00,Maternity
966,43,2026-09-12,22:00:00,06:00:00,General
967,43,2026-09-11,22:00:00,06:00:00,General
968,43,2026-09-10,22:00:00,06:00:00,Emergency
969,43,2026-09-09,22:00:00,06:00:00,Surgical
970,43,2026-09-08,22:00:00,06:00:00,Emergency
971,43,2026-09-07,22:00:00,06:00:00,General
972,43,2026-09-06,22:00:00,06:00:00,Maternity
973,43,2026-09-05,22:00:00,06:00:00,Surgical
974,43,2026-09-04,22:00:00,06:00:00,Emergency
975,43,2026-09-03,22:00:00,06:00:00,Pediatric
976,43,2026-09-02,22:00:00,06:00:00,Pediatric
977,43,2026-09-01,22:00:00,06:00:00,Emergency
978,43,2026-08-31,22:00:00,06:00:00,Pediatric
979,43,2026-08-30,22:00:00,06:00:00,Pediatric
980,43,2026-08-29,22:00:00,06:00:00,Maternity
981,43,2026-08-28,22:00:00,06:00:00,Maternity
982,43,2026-08-27,22:00:00,06:00:00,General
983,43,2026-08-26,22:00:00,06:00:00,Pediatric
984,44,2026-09-24,06:00:00,14:00:00,Emergency
985,44,2026-09-22,06:00:00,14:00:00,ICU
986,44,2026-09-21,06:00:00,14:00:00,Surgical
987,44,2026-09-17,06:00:00,14:00:00,Emergency
988,44,2026-09-15,06:00:00,14:00:00,Maternity
989,44,2026-09-14,06:00:00,14:00:00,General
990,44,2026-09-13,06:00:00,14:00:00,General
991,44,2026-09-12,06:00:00,14:00:00,Surgical
992,44,2026-09-10,06:00:00,14:00:00,Surgical
993,44,2026-09-09,06:00:00,14:00:00,General
994,44,2026-09-08,06:00:00,14:00:00,Emergency
995,44,2026-09-07,06:00:00,14:00:00,Surgical
996,44,2026-09-05,06:00:00,14:00:00,Pediatric
997,44,2026-09-04,06:00:00,14:00:00,Pediatric
998,44,2026-09-03,06:00:00,14:00:00,Emergency
999,44,2026-09-02,06:00:00,14:00:00,ICU
1000,44,2026-09-01,06:00:00,14:00:00,ICU
1001,44,2026-08-31,06:00:00,14:00:00,Emergency
1002,44,2026-08-30,06:00:00,14:00:00,Emergency
1003,44,2026-08-29,06:00:00,14:00:00,ICU
1004,44,2026-08-28,06:00:00,14:00:00,Emergency
1005,44,2026-08-27,06:00:00,14:00:00,Maternity
1006,44,2026-08-26,06:00:00,14:00:00,Emergency
1007,45,2026-09-24,22:00:00,06:00:00,Pediatric
1008,45,2026-09-23,22:00:00,06:00:00,Surgical
1009,45,2026-09-22,22:00:00,06:00:00,General
1010,45,2026-09-21,22:00:00,06:00:00,Maternity
1011,45,2026-09-20,22:00:00,06:00:00,Emergency
1012,45,2026-09-19,22:00:00,06:00:00,General
1013,45,2026-09-17,22:00:00,06:00:00,Maternity
1014,45,2026-09-16,22:00:00,06:00:00,General
1015,45,2026-09-15,22:00:00,06:00:00,Emergency
